graph_name	topic	topic_type	depth	size	centrality_degree	similarity_threshold	subject	predicate	object	statement	qualifier	is_subj_person	is_subj_location	is_subj_event	is_subj_reason	is_subj_manner	is_obj_person	is_obj_location	is_obj_event	is_obj_reason	is_obj_manner	subj_mentions	pred_mentions	obj_mentions	sp_mentions	so_mentions	po_mentions	spo_mentions	event	distance	subj_centr_degree	obj_centr_degree	subj_wiki_occurs	obj_wiki_occurs	used	relevant
Wikidata	Kim Jong-un	Person	1	10	500	0.5	http://www.wikidata.org/entity/Q56226	http://www.wikidata.org/prop/P26	http://www.wikidata.org/entity/Q714658	http://www.wikidata.org/entity/statement/q56226-C02B352F-F773-407D-A072-6E7989B04A18	http://www.wikidata.org/prop/statement/P26	1	0	0	0	0	1	0	0	0	0	124	1	3	1	3	1	1	0	0	0	46	0	0	0	1
Wikidata	Kim Jong-un	Person	1	10	500	0.5	http://www.wikidata.org/entity/Q56226	http://www.wikidata.org/prop/P166	http://www.wikidata.org/entity/Q604370	http://www.wikidata.org/entity/statement/Q56226-c195c5b1-4526-ecaf-2b94-96148afeac87	http://www.wikidata.org/prop/statement/P166	1	0	0	0	0	0	0	0	0	0	124	12	6	12	6	5	5	0	0	0	798	0	0	1	1
Wikidata	Kim Jong-un	Person	1	10	500	0.5	http://www.wikidata.org/entity/Q56226	http://www.wikidata.org/prop/P25	http://www.wikidata.org/entity/Q263732	http://www.wikidata.org/entity/statement/q56226-D2B59AAE-8B66-402E-8581-540107DF2A29	http://www.wikidata.org/prop/statement/P25	1	0	0	0	0	1	0	0	0	0	124	1	3	1	3	1	1	0	0	0	39	0	0	0	1
Wikidata	Kim Jong-un	Person	1	10	500	0.5	http://www.wikidata.org/entity/Q56226	http://www.wikidata.org/prop/P40	http://www.wikidata.org/entity/Q14864448	http://www.wikidata.org/entity/statement/Q56226-d3a04d6b-4fd8-29cb-dada-e3ca7958af69	http://www.wikidata.org/prop/statement/P40	1	0	0	0	0	1	0	0	0	0	124	2	2	2	2	1	1	0	0	0	24	0	0	0	1
Wikidata	Kim Jong-un	Person	1	10	500	0.5	http://www.wikidata.org/entity/Q56226	http://www.wikidata.org/prop/P166	http://www.wikidata.org/entity/Q604370	http://www.wikidata.org/entity/statement/Q56226-da0656e8-4173-b564-e6e1-47585404d458	http://www.wikidata.org/prop/statement/P166	1	0	0	0	0	0	0	0	0	0	124	12	6	12	6	5	5	0	0	0	798	0	0	1	1
Wikidata	Kim Jong-un	Person	1	10	500	0.5	http://www.wikidata.org/entity/Q56226	http://www.wikidata.org/prop/P3373	http://www.wikidata.org/entity/Q705218	http://www.wikidata.org/entity/statement/Q56226-DC8856C5-7E38-43C7-A737-DB93CE5E974E	http://www.wikidata.org/prop/statement/P3373	1	0	0	0	0	1	0	0	0	0	124	4	3	4	3	1	1	0	0	0	30	0	0	0	1
Wikidata	Kim Jong-un	Person	1	10	500	0.5	http://www.wikidata.org/entity/Q56226	http://www.wikidata.org/prop/P735	http://www.wikidata.org/entity/Q6312539	http://www.wikidata.org/entity/statement/Q56226-E32789E4-858E-4DC0-BF9A-F48C1F31898F	http://www.wikidata.org/prop/statement/P735	1	0	0	0	0	0	0	0	0	0	124	1	2	1	2	1	1	0	0	0	76	0	0	0	1
Wikidata	Kim Jong-un	Person	1	10	500	0.5	http://www.wikidata.org/entity/Q56226	http://www.wikidata.org/prop/P39	http://www.wikidata.org/entity/Q10665	http://www.wikidata.org/entity/statement/Q56226-eaa873cd-4853-de54-be82-3f4deb7258a8	http://www.wikidata.org/prop/qualifier/P1365	1	0	0	0	0	1	0	0	0	0	124	13	6	13	6	4	4	0	0	0	261	0	0	1	1
Wikidata	Kim Jong-un	Person	1	10	500	0.5	http://www.wikidata.org/entity/Q56226	http://www.wikidata.org/prop/P39	http://www.wikidata.org/entity/Q56876342	http://www.wikidata.org/entity/statement/Q56226-eaa873cd-4853-de54-be82-3f4deb7258a8	http://www.wikidata.org/prop/statement/P39	1	0	0	0	0	0	0	0	0	0	124	13	2	13	2	1	1	0	0	0	22	0	0	1	1
Wikidata	Kim Jong-un	Person	1	10	500	0.5	http://www.wikidata.org/entity/Q56226	http://www.wikidata.org/prop/P3373	http://www.wikidata.org/entity/Q385795	http://www.wikidata.org/entity/statement/Q56226-EE636867-7DA5-4816-B6AB-AF7DDDFF7551	http://www.wikidata.org/prop/statement/P3373	1	0	0	0	0	1	0	0	0	0	124	4	3	4	3	1	1	0	0	0	40	0	0	0	1
Wikidata	Kim Jong-un	Person	1	10	500	0.5	http://www.wikidata.org/entity/Q56226	http://www.wikidata.org/prop/P166	http://www.wikidata.org/entity/Q604370	http://www.wikidata.org/entity/statement/Q56226-ee7741e1-40a3-b3dd-444a-cee2cfc27362	http://www.wikidata.org/prop/statement/P166	1	0	0	0	0	0	0	0	0	0	124	12	6	12	6	5	5	0	0	0	798	0	0	1	1
Wikidata	Kim Jong-un	Person	1	10	500	0.5	http://www.wikidata.org/entity/Q56226	http://www.wikidata.org/prop/P166	http://www.wikidata.org/entity/Q604370	http://www.wikidata.org/entity/statement/Q56226-f1224514-4320-d736-cc4a-9b3bd5863452	http://www.wikidata.org/prop/statement/P166	1	0	0	0	0	0	0	0	0	0	124	12	6	12	6	5	5	0	0	0	798	0	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1376	2002-07-13T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-00DB9D39-6C00-4C84-A0CC-BF860A222FCE	http://www.wikidata.org/prop/qualifier/P580	0	1	0	0	0	0	0	0	0	0	158	33	1	33	1	1	1	1	0	0	0	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1376	2004-12-07T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-00DB9D39-6C00-4C84-A0CC-BF860A222FCE	http://www.wikidata.org/prop/qualifier/P582	0	1	0	0	0	0	0	0	0	0	158	33	1	33	1	1	1	1	0	0	0	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1549	Kabuli	http://www.wikidata.org/entity/statement/Q5838-0E4BF7C8-E815-45DD-AC33-FB89B77CCE52	http://www.wikidata.org/prop/statement/P1549	0	1	0	0	0	0	0	0	0	0	158	11	2	11	2	1	1	0	0	0	0	13	0	0	0
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1376	1978-04-30T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-299C310D-F675-4D54-8972-0F22C17AB3C1	http://www.wikidata.org/prop/qualifier/P580	0	1	0	0	0	0	0	0	0	0	158	33	2	33	2	2	2	1	0	0	0	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1376	1992-04-28T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-299C310D-F675-4D54-8972-0F22C17AB3C1	http://www.wikidata.org/prop/qualifier/P582	0	1	0	0	0	0	0	0	0	0	158	33	1	33	1	1	1	1	0	0	0	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P190	2018-01-01T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-30f7f61e-44bb-7400-414b-c8861af3c318	http://www.wikidata.org/prop/qualifier/P580	0	1	0	0	0	0	0	0	0	0	158	10	1	10	1	1	1	1	0	0	0	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1376	http://www.wikidata.org/entity/Q4689103	http://www.wikidata.org/entity/statement/Q5838-00DB9D39-6C00-4C84-A0CC-BF860A222FCE	http://www.wikidata.org/prop/statement/P1376	0	1	0	0	0	0	1	0	0	0	158	33	1	33	1	1	1	0	0	0	60	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1889	http://www.wikidata.org/entity/Q22197569	http://www.wikidata.org/entity/statement/Q5838-0E63437D-082F-4E1D-BF7B-0F1E4466AB71	http://www.wikidata.org/prop/statement/P1889	0	1	0	0	0	0	0	0	0	0	158	1	2	1	2	1	1	0	0	0	16	13	13	0	0
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1791	http://www.wikidata.org/entity/Q7976098	http://www.wikidata.org/entity/statement/Q5838-16CF6270-083B-4977-A4B3-502984531659	http://www.wikidata.org/prop/statement/P1791	0	1	0	0	0	0	0	0	0	0	158	1	2	1	2	1	1	0	0	0	5	13	0	0	0
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1343	http://www.wikidata.org/entity/Q4114391	http://www.wikidata.org/entity/statement/Q5838-17fab87a-4cee-ea50-0668-9915688d9171	http://www.wikidata.org/prop/statement/P1343	0	1	0	0	0	0	0	0	0	0	158	11	2	11	2	1	1	0	0	0	10000	13	0	0	0
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1343	http://www.wikidata.org/entity/Q25379785	http://www.wikidata.org/entity/statement/Q5838-17fab87a-4cee-ea50-0668-9915688d9171	http://www.wikidata.org/prop/qualifier/P805	0	1	0	0	0	0	0	0	0	0	158	11	1	11	1	1	1	0	0	0	2	13	0	0	0
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1549	http://www.wikidata.org/entity/Q47088293	http://www.wikidata.org/entity/statement/Q5838-18E3193C-411D-447C-BDB0-C69820C991DE	http://www.wikidata.org/prop/qualifier/P518	0	1	0	0	0	0	0	0	0	0	158	11	3	11	3	3	3	0	0	0	4107	13	0	0	0
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P31	http://www.wikidata.org/entity/Q1549591	http://www.wikidata.org/entity/statement/Q5838-280a6d45-4de7-f2bd-fcf7-d1661dc81a8b	http://www.wikidata.org/prop/statement/P31	0	1	0	0	0	0	0	0	0	0	158	8	2	8	2	2	2	0	0	0	6601	13	0	0	0
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1376	http://www.wikidata.org/entity/Q476757	http://www.wikidata.org/entity/statement/Q5838-299C310D-F675-4D54-8972-0F22C17AB3C1	http://www.wikidata.org/prop/statement/P1376	0	1	0	0	0	0	1	0	0	0	158	33	1	33	1	1	1	0	0	0	238	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P31	http://www.wikidata.org/entity/Q515	http://www.wikidata.org/entity/statement/q5838-2DA1BD9F-75F7-4235-B913-2BF4901014B9	http://www.wikidata.org/prop/statement/P31	0	1	0	0	0	0	0	0	0	0	158	8	1	8	1	1	1	0	0	0	10000	13	10	0	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P31	http://www.wikidata.org/entity/Q5119	http://www.wikidata.org/entity/statement/q5838-2F9FCABA-4498-4893-A140-E56AA5B5F345	http://www.wikidata.org/prop/statement/P31	0	1	0	0	0	0	0	0	0	0	158	8	1	8	1	1	1	0	0	0	1388	13	0	0	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P31	http://www.wikidata.org/entity/Q112943271	http://www.wikidata.org/entity/statement/q5838-2F9FCABA-4498-4893-A140-E56AA5B5F345	http://www.wikidata.org/prop/qualifier/P2241	0	1	0	0	0	0	0	0	0	0	158	8	3	8	3	3	3	0	0	0	92	13	0	0	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P190	http://www.wikidata.org/entity/Q41819	http://www.wikidata.org/entity/statement/Q5838-30f7f61e-44bb-7400-414b-c8861af3c318	http://www.wikidata.org/prop/statement/P190	0	1	0	0	0	0	1	0	0	0	158	10	2	10	2	1	1	0	0	0	5355	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P206	http://www.wikidata.org/entity/Q8515	http://www.wikidata.org/entity/statement/Q5838-FD8B84A4-F880-4204-A9FB-B96F262F9A78	http://www.wikidata.org/prop/statement/P206	0	1	0	0	0	0	1	0	0	0	158	1	4	1	4	1	1	0	0	0	118	13	1	0	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P2184	http://www.wikidata.org/entity/Q21020784	http://www.wikidata.org/entity/statement/Q5838-ea11c66c-47cd-4e73-f7af-486a194c8f04	http://www.wikidata.org/prop/statement/P2184	0	1	0	0	0	0	0	1	0	0	158	1	2	1	2	1	1	0	0	0	5	13	0	0	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P190	2005-01-01T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-3adf6165-4f01-fa16-f7de-229a9a0f9bd9	http://www.wikidata.org/prop/qualifier/P580	0	1	0	0	0	0	0	0	0	0	158	10	1	10	1	1	1	1	0	0	0	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P2716	Montage of Kabul City	http://www.wikidata.org/entity/statement/Q5838-4dfb2278-4a36-ec5c-e727-cfc51d7db89e	http://www.wikidata.org/prop/qualifier/P2096	0	1	0	0	0	0	0	0	0	0	158	1	1	1	1	1	1	0	0	0	0	13	0	0	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1376	1823-01-01T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-55fd507b-43b0-3f36-8480-e759d6b3b2ff	http://www.wikidata.org/prop/qualifier/P582	0	1	0	0	0	0	0	0	0	0	158	33	2	33	2	2	2	1	0	0	0	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1376	1776-01-01T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-55fd507b-43b0-3f36-8480-e759d6b3b2ff	http://www.wikidata.org/prop/qualifier/P580	0	1	0	0	0	0	0	0	0	0	158	33	1	33	1	1	1	1	0	0	0	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P190	2003-01-01T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-56633770-4bf3-cf8e-eb28-bfdcdc56acfd	http://www.wikidata.org/prop/qualifier/P580	0	1	0	0	0	0	0	0	0	0	158	10	2	10	2	2	2	1	0	0	0	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P3984	2011-11-29T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-61fdc009-4792-ed55-dea7-e56d5a35327b	http://www.wikidata.org/prop/qualifier/P580	0	1	0	0	0	0	0	0	0	0	158	2	1	2	1	1	1	1	0	0	0	13	0	1	0
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P2397	2016-07-29T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-697b4359-49a7-064b-485d-cb7ea443af03	http://www.wikidata.org/prop/qualifier/P580	0	1	0	0	0	0	0	0	0	0	158	2	1	2	1	1	1	1	0	0	0	13	0	1	0
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P2397	2022-02-21T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-697b4359-49a7-064b-485d-cb7ea443af03	http://www.wikidata.org/prop/qualifier/P585	0	1	0	0	0	0	0	0	0	0	158	2	1	2	1	1	1	1	0	0	0	13	0	1	0
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1376	1842-01-01T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-72f08c21-4bb4-836b-a63f-a0de15134d8b	http://www.wikidata.org/prop/qualifier/P582	0	1	0	0	0	0	0	0	0	0	158	33	1	33	1	1	1	1	0	0	0	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1376	1839-01-01T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-72f08c21-4bb4-836b-a63f-a0de15134d8b	http://www.wikidata.org/prop/qualifier/P580	0	1	0	0	0	0	0	0	0	0	158	33	1	33	1	1	1	1	0	0	0	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1082	2020-01-01T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-74450A39-665D-430E-8186-E83F9D4ACE31	http://www.wikidata.org/prop/qualifier/P585	0	1	0	0	0	0	0	0	0	0	158	1	1	1	1	1	1	1	0	0	0	13	0	1	0
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P5008	2022-10-31T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-7688EB33-8EBA-4FA1-A7D7-9F6BF299314A	http://www.wikidata.org/prop/qualifier/P585	0	1	0	0	0	0	0	0	0	0	158	2	1	2	1	1	1	1	0	0	0	13	0	1	0
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P8687	2022-04-06T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-8ace1922-df39-45ba-8884-8e6fb0c8b8c6	http://www.wikidata.org/prop/qualifier/P585	0	1	0	0	0	0	0	0	0	0	158	3	1	3	1	1	1	1	0	0	0	13	0	1	0
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1376	1996-09-27T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-9C08DEFC-C3A5-4549-A2DA-AE3E93FBA4CB	http://www.wikidata.org/prop/qualifier/P580	0	1	0	0	0	0	0	0	0	0	158	33	1	33	1	1	1	1	0	0	0	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1376	2001-12-17T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-9C08DEFC-C3A5-4549-A2DA-AE3E93FBA4CB	http://www.wikidata.org/prop/qualifier/P582	0	1	0	0	0	0	0	0	0	0	158	33	1	33	1	1	1	1	0	0	0	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1376	1823-01-01T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-a7a0f5bd-4163-c8e1-f61e-8420f252e436	http://www.wikidata.org/prop/qualifier/P580	0	1	0	0	0	0	0	0	0	0	158	33	2	33	2	2	2	1	0	0	0	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1376	1926-01-01T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-a7a0f5bd-4163-c8e1-f61e-8420f252e436	http://www.wikidata.org/prop/qualifier/P582	0	1	0	0	0	0	0	0	0	0	158	33	1	33	1	1	1	1	0	0	0	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1376	1973-07-17T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-ab53a786-4b23-56cc-6e4a-6b1789da923c	http://www.wikidata.org/prop/qualifier/P580	0	1	0	0	0	0	0	0	0	0	158	33	2	33	2	2	2	1	0	0	0	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1376	1978-04-30T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-ab53a786-4b23-56cc-6e4a-6b1789da923c	http://www.wikidata.org/prop/qualifier/P582	0	1	0	0	0	0	0	0	0	0	158	33	2	33	2	2	2	1	0	0	0	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P190	2003-01-01T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-c58d50c7-47d9-2a99-3c06-01ece791ee08	http://www.wikidata.org/prop/qualifier/P580	0	1	0	0	0	0	0	0	0	0	158	10	2	10	2	2	2	1	0	0	0	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1376	1973-07-17T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-DC715C4E-A752-44C1-A3C0-5A275A1B72B1	http://www.wikidata.org/prop/qualifier/P582	0	1	0	0	0	0	0	0	0	0	158	33	2	33	2	2	2	1	0	0	0	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1376	1926-06-09T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-DC715C4E-A752-44C1-A3C0-5A275A1B72B1	http://www.wikidata.org/prop/qualifier/P580	0	1	0	0	0	0	0	0	0	0	158	33	1	33	1	1	1	1	0	0	0	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1376	1992-04-24T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-E1695755-7C0E-4AB9-8901-70BDBBEB466F	http://www.wikidata.org/prop/qualifier/P580	0	1	0	0	0	0	0	0	0	0	158	33	1	33	1	1	1	1	0	0	0	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1376	2002-06-19T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-E1695755-7C0E-4AB9-8901-70BDBBEB466F	http://www.wikidata.org/prop/qualifier/P582	0	1	0	0	0	0	0	0	0	0	158	33	1	33	1	1	1	1	0	0	0	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P190	1992-01-01T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-eae23476-4dd3-5e1e-f7a6-b5832a523ddf	http://www.wikidata.org/prop/qualifier/P580	0	1	0	0	0	0	0	0	0	0	158	10	1	10	1	1	1	1	0	0	0	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P571	1200-01-01T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-ED7A1868-BED9-4527-9403-E0B53C0011BF	http://www.wikidata.org/prop/statement/P571	0	1	0	0	0	0	0	0	0	0	158	1	2	1	2	1	1	1	0	0	0	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P8687	2023-02-17T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-4551f381-9ee4-4bca-8b5c-9be967cfcc9c	http://www.wikidata.org/prop/qualifier/P585	0	1	0	0	0	0	0	0	0	0	158	3	1	3	1	1	1	1	0	0	0	13	0	1	0
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P8687	2023-05-31T00:00:00Z	http://www.wikidata.org/entity/statement/Q5838-9c47dbdb-dda9-44df-83e9-55c26516d596	http://www.wikidata.org/prop/qualifier/P585	0	1	0	0	0	0	0	0	0	0	158	3	1	3	1	1	1	1	0	0	0	13	0	1	0
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1343	http://www.wikidata.org/entity/Q3181656	http://www.wikidata.org/entity/statement/Q5838-33ccbb5e-4723-4595-69ae-dbd640d79865	http://www.wikidata.org/prop/statement/P1343	0	1	0	0	0	0	0	0	0	0	158	11	2	11	2	1	1	0	0	0	10000	13	0	0	0
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1549	http://www.wikidata.org/entity/Q47088293	http://www.wikidata.org/entity/statement/Q5838-376e55f7-4d54-7b76-785c-bc0d35b16ac1	http://www.wikidata.org/prop/qualifier/P518	0	1	0	0	0	0	0	0	0	0	158	11	3	11	3	3	3	0	0	0	4107	13	0	0	0
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1549	http://www.wikidata.org/entity/Q47088290	http://www.wikidata.org/entity/statement/Q5838-397B9941-56E7-49B3-A8E7-148C7EEFD099	http://www.wikidata.org/prop/qualifier/P518	0	1	0	0	0	0	0	0	0	0	158	11	3	11	3	3	3	0	0	0	4145	13	0	0	0
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P190	http://www.wikidata.org/entity/Q900	http://www.wikidata.org/entity/statement/Q5838-3adf6165-4f01-fa16-f7de-229a9a0f9bd9	http://www.wikidata.org/prop/statement/P190	0	1	0	0	0	0	1	0	0	0	158	10	2	10	2	1	1	0	0	0	9712	13	0	1	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1376	http://www.wikidata.org/entity/Q188933	http://www.wikidata.org/entity/statement/Q5838-3D7E0510-0B3A-4918-B709-20BC913C65B0	http://www.wikidata.org/prop/statement/P1376	0	1	0	0	0	0	1	0	0	0	158	33	2	33	2	1	1	0	0	0	2329	13	13	0	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1343	http://www.wikidata.org/entity/Q867541	http://www.wikidata.org/entity/statement/Q5838-4436aa86-4afb-4cb3-3118-5fa480a7850d	http://www.wikidata.org/prop/statement/P1343	0	1	0	0	0	0	0	0	0	0	158	11	2	11	2	1	1	0	0	0	10000	13	0	0	0
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P1343	http://www.wikidata.org/entity/Q84664164	http://www.wikidata.org/entity/statement/Q5838-4436aa86-4afb-4cb3-3118-5fa480a7850d	http://www.wikidata.org/prop/qualifier/P805	0	1	0	0	0	0	0	0	0	0	158	11	1	11	1	1	1	0	0	0	2	13	0	0	0
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P17	http://www.wikidata.org/entity/Q889	http://www.wikidata.org/entity/statement/q5838-49F69F7A-3A65-4030-B3B6-D0FF145ECCCD	http://www.wikidata.org/prop/statement/P17	0	1	0	0	0	0	1	0	0	0	158	1	4	1	4	1	1	0	0	0	10000	13	6	0	1
Wikidata	Kabul	Place	1	20	500	0.5	http://www.wikidata.org/entity/Q5838	http://www.wikidata.org/prop/P793	http://www.wikidata.org/entity/Q969018	http://www.wikidata.org/entity/statement/Q5838-51E1F560-9680-4251-9C0A-EBBC0CA4E256	http://www.wikidata.org/prop/statement/P793	0	1	0	0	0	0	0	1	0	0	158	3	2	3	2	1	1	0	0	0	11	13	0	0	1
